,rouge_distilbart,rouge_gpt2,rouge_t5
49,"[{'rouge-1': {'r': 0.2391304347826087, 'p': 0.2972972972972973, 'f': 0.2650602360226449}, 'rouge-2': {'r': 0.05555555555555555, 'p': 0.07317073170731707, 'f': 0.0631578898304713}, 'rouge-l': {'r': 0.17391304347826086, 'p': 0.21621621621621623, 'f': 0.19277107939613888}}]","[{'rouge-1': {'r': 0.07878787878787878, 'p': 0.35135135135135137, 'f': 0.12871286829477507}, 'rouge-2': {'r': 0.004273504273504274, 'p': 0.024390243902439025, 'f': 0.007272724735471961}, 'rouge-l': {'r': 0.07878787878787878, 'p': 0.35135135135135137, 'f': 0.12871286829477507}}]","[{'rouge-1': {'r': 0.13333333333333333, 'p': 0.10810810810810811, 'f': 0.11940298012920493}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.13333333333333333, 'p': 0.10810810810810811, 'f': 0.11940298012920493}}]"
50,"[{'rouge-1': {'r': 0.2916666666666667, 'p': 0.358974358974359, 'f': 0.3218390755132779}, 'rouge-2': {'r': 0.07272727272727272, 'p': 0.1, 'f': 0.0842105214404435}, 'rouge-l': {'r': 0.2916666666666667, 'p': 0.358974358974359, 'f': 0.3218390755132779}}]","[{'rouge-1': {'r': 0.23529411764705882, 'p': 0.41025641025641024, 'f': 0.2990654159280287}, 'rouge-2': {'r': 0.012195121951219513, 'p': 0.025, 'f': 0.016393438215534642}, 'rouge-l': {'r': 0.19117647058823528, 'p': 0.3333333333333333, 'f': 0.24299064957288855}}]","[{'rouge-1': {'r': 0.20408163265306123, 'p': 0.2564102564102564, 'f': 0.22727272233729348}, 'rouge-2': {'r': 0.04918032786885246, 'p': 0.075, 'f': 0.05940593581021507}, 'rouge-l': {'r': 0.20408163265306123, 'p': 0.2564102564102564, 'f': 0.22727272233729348}}]"
51,"[{'rouge-1': {'r': 0.5588235294117647, 'p': 0.4523809523809524, 'f': 0.4999999950554017}, 'rouge-2': {'r': 0.30434782608695654, 'p': 0.28, 'f': 0.2916666616753473}, 'rouge-l': {'r': 0.5294117647058824, 'p': 0.42857142857142855, 'f': 0.47368420558171753}}]","[{'rouge-1': {'r': 0.2235294117647059, 'p': 0.4523809523809524, 'f': 0.299212593998388}, 'rouge-2': {'r': 0.09090909090909091, 'p': 0.2, 'f': 0.12499999570312517}, 'rouge-l': {'r': 0.17647058823529413, 'p': 0.35714285714285715, 'f': 0.23622046801413613}}]","[{'rouge-1': {'r': 0.36585365853658536, 'p': 0.35714285714285715, 'f': 0.361445778133256}, 'rouge-2': {'r': 0.2641509433962264, 'p': 0.28, 'f': 0.2718446551984165}, 'rouge-l': {'r': 0.36585365853658536, 'p': 0.35714285714285715, 'f': 0.361445778133256}}]"
52,"[{'rouge-1': {'r': 0.2926829268292683, 'p': 0.3333333333333333, 'f': 0.3116883067093945}, 'rouge-2': {'r': 0.061224489795918366, 'p': 0.06976744186046512, 'f': 0.06521738632561476}, 'rouge-l': {'r': 0.2926829268292683, 'p': 0.3333333333333333, 'f': 0.3116883067093945}}]","[{'rouge-1': {'r': 0.1919191919191919, 'p': 0.5277777777777778, 'f': 0.2814814775703704}, 'rouge-2': {'r': 0.03816793893129771, 'p': 0.11627906976744186, 'f': 0.057471260646717114}, 'rouge-l': {'r': 0.18181818181818182, 'p': 0.5, 'f': 0.26666666275555556}}]","[{'rouge-1': {'r': 0.2545454545454545, 'p': 0.3888888888888889, 'f': 0.30769230291027655}, 'rouge-2': {'r': 0.07042253521126761, 'p': 0.11627906976744186, 'f': 0.08771929354724556}, 'rouge-l': {'r': 0.2545454545454545, 'p': 0.3888888888888889, 'f': 0.30769230291027655}}]"
53,"[{'rouge-1': {'r': 0.6060606060606061, 'p': 0.46511627906976744, 'f': 0.5263157845602493}, 'rouge-2': {'r': 0.46153846153846156, 'p': 0.375, 'f': 0.4137930985017836}, 'rouge-l': {'r': 0.6060606060606061, 'p': 0.46511627906976744, 'f': 0.5263157845602493}}]","[{'rouge-1': {'r': 0.19101123595505617, 'p': 0.3953488372093023, 'f': 0.2575757531829661}, 'rouge-2': {'r': 0.043478260869565216, 'p': 0.10416666666666667, 'f': 0.061349689096315545}, 'rouge-l': {'r': 0.19101123595505617, 'p': 0.3953488372093023, 'f': 0.2575757531829661}}]","[{'rouge-1': {'r': 0.3617021276595745, 'p': 0.3953488372093023, 'f': 0.37777777278765434}, 'rouge-2': {'r': 0.1346153846153846, 'p': 0.14583333333333334, 'f': 0.13999999500800017}, 'rouge-l': {'r': 0.3404255319148936, 'p': 0.37209302325581395, 'f': 0.3555555505654321}}]"
54,"[{'rouge-1': {'r': 0.11538461538461539, 'p': 0.25, 'f': 0.15789473252077574}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.11538461538461539, 'p': 0.25, 'f': 0.15789473252077574}}]","[{'rouge-1': {'r': 0.11864406779661017, 'p': 0.5833333333333334, 'f': 0.19718309578258283}, 'rouge-2': {'r': 0.015151515151515152, 'p': 0.08333333333333333, 'f': 0.02564102303747561}, 'rouge-l': {'r': 0.11864406779661017, 'p': 0.5833333333333334, 'f': 0.19718309578258283}}]","[{'rouge-1': {'r': 0.09090909090909091, 'p': 0.4166666666666667, 'f': 0.14925372840276235}, 'rouge-2': {'r': 0.015625, 'p': 0.08333333333333333, 'f': 0.0263157868144047}, 'rouge-l': {'r': 0.09090909090909091, 'p': 0.4166666666666667, 'f': 0.14925372840276235}}]"
55,"[{'rouge-1': {'r': 0.27450980392156865, 'p': 0.42424242424242425, 'f': 0.33333332856292525}, 'rouge-2': {'r': 0.07407407407407407, 'p': 0.10810810810810811, 'f': 0.087912083086584}, 'rouge-l': {'r': 0.27450980392156865, 'p': 0.42424242424242425, 'f': 0.33333332856292525}}]","[{'rouge-1': {'r': 0.20253164556962025, 'p': 0.48484848484848486, 'f': 0.2857142815577169}, 'rouge-2': {'r': 0.057692307692307696, 'p': 0.16216216216216217, 'f': 0.08510637910769094}, 'rouge-l': {'r': 0.17721518987341772, 'p': 0.42424242424242425, 'f': 0.24999999584343116}}]","[{'rouge-1': {'r': 0.2903225806451613, 'p': 0.5454545454545454, 'f': 0.3789473638869807}, 'rouge-2': {'r': 0.14473684210526316, 'p': 0.2972972972972973, 'f': 0.19469026108230883}, 'rouge-l': {'r': 0.20967741935483872, 'p': 0.3939393939393939, 'f': 0.2736842059922438}}]"
56,"[{'rouge-1': {'r': 0.16216216216216217, 'p': 0.20689655172413793, 'f': 0.18181817689164384}, 'rouge-2': {'r': 0.05405405405405406, 'p': 0.06666666666666667, 'f': 0.0597014875918917}, 'rouge-l': {'r': 0.13513513513513514, 'p': 0.1724137931034483, 'f': 0.15151514658861356}}]","[{'rouge-1': {'r': 0.10434782608695652, 'p': 0.41379310344827586, 'f': 0.1666666634500386}, 'rouge-2': {'r': 0.01875, 'p': 0.1, 'f': 0.03157894470914149}, 'rouge-l': {'r': 0.10434782608695652, 'p': 0.41379310344827586, 'f': 0.1666666634500386}}]","[{'rouge-1': {'r': 0.19607843137254902, 'p': 0.3448275862068966, 'f': 0.24999999537812506}, 'rouge-2': {'r': 0.046875, 'p': 0.1, 'f': 0.063829782888185}, 'rouge-l': {'r': 0.17647058823529413, 'p': 0.3103448275862069, 'f': 0.22499999537812512}}]"
57,"[{'rouge-1': {'r': 0.4492753623188406, 'p': 0.7380952380952381, 'f': 0.558558553854395}, 'rouge-2': {'r': 0.25609756097560976, 'p': 0.42857142857142855, 'f': 0.32061068234018997}, 'rouge-l': {'r': 0.4057971014492754, 'p': 0.6666666666666666, 'f': 0.504504499800341}}]","[{'rouge-1': {'r': 0.2440944881889764, 'p': 0.7380952380952381, 'f': 0.36686390159028054}, 'rouge-2': {'r': 0.13496932515337423, 'p': 0.4489795918367347, 'f': 0.20754716625712002}, 'rouge-l': {'r': 0.2204724409448819, 'p': 0.6666666666666666, 'f': 0.33136094301039887}}]","[{'rouge-1': {'r': 0.4, 'p': 0.5238095238095238, 'f': 0.4536082425124881}, 'rouge-2': {'r': 0.18461538461538463, 'p': 0.24489795918367346, 'f': 0.21052631088796564}, 'rouge-l': {'r': 0.38181818181818183, 'p': 0.5, 'f': 0.43298968581145714}}]"
58,"[{'rouge-1': {'r': 0.42, 'p': 0.4883720930232558, 'f': 0.4516128982541335}, 'rouge-2': {'r': 0.07547169811320754, 'p': 0.08333333333333333, 'f': 0.07920791580433323}, 'rouge-l': {'r': 0.4, 'p': 0.46511627906976744, 'f': 0.4301075219100474}}]","[{'rouge-1': {'r': 0.20967741935483872, 'p': 0.6046511627906976, 'f': 0.31137724168525227}, 'rouge-2': {'r': 0.0718562874251497, 'p': 0.25, 'f': 0.11162790350849118}, 'rouge-l': {'r': 0.20161290322580644, 'p': 0.5813953488372093, 'f': 0.29940119378106067}}]","[{'rouge-1': {'r': 0.25396825396825395, 'p': 0.37209302325581395, 'f': 0.30188678763082955}, 'rouge-2': {'r': 0.06493506493506493, 'p': 0.10416666666666667, 'f': 0.07999999526912029}, 'rouge-l': {'r': 0.23809523809523808, 'p': 0.3488372093023256, 'f': 0.28301886310252766}}]"
59,"[{'rouge-1': {'r': 0.46511627906976744, 'p': 0.5, 'f': 0.4819277058499057}, 'rouge-2': {'r': 0.23076923076923078, 'p': 0.2553191489361702, 'f': 0.24242423743699634}, 'rouge-l': {'r': 0.46511627906976744, 'p': 0.5, 'f': 0.4819277058499057}}]","[{'rouge-1': {'r': 0.3442622950819672, 'p': 0.525, 'f': 0.4158415793745711}, 'rouge-2': {'r': 0.10144927536231885, 'p': 0.14893617021276595, 'f': 0.12068965035225941}, 'rouge-l': {'r': 0.29508196721311475, 'p': 0.45, 'f': 0.35643563878051177}}]","[{'rouge-1': {'r': 0.37037037037037035, 'p': 0.5, 'f': 0.42553191000452695}, 'rouge-2': {'r': 0.2028985507246377, 'p': 0.2978723404255319, 'f': 0.24137930552467307}, 'rouge-l': {'r': 0.37037037037037035, 'p': 0.5, 'f': 0.42553191000452695}}]"
60,"[{'rouge-1': {'r': 0.48717948717948717, 'p': 0.5588235294117647, 'f': 0.520547940228936}, 'rouge-2': {'r': 0.22448979591836735, 'p': 0.2972972972972973, 'f': 0.2558139485857221}, 'rouge-l': {'r': 0.46153846153846156, 'p': 0.5294117647058824, 'f': 0.4931506799549635}}]","[{'rouge-1': {'r': 0.12056737588652482, 'p': 0.5, 'f': 0.1942857111549388}, 'rouge-2': {'r': 0.04975124378109453, 'p': 0.2702702702702703, 'f': 0.08403361081950436}, 'rouge-l': {'r': 0.12056737588652482, 'p': 0.5, 'f': 0.1942857111549388}}]","[{'rouge-1': {'r': 0.2807017543859649, 'p': 0.47058823529411764, 'f': 0.35164834696775754}, 'rouge-2': {'r': 0.10526315789473684, 'p': 0.21621621621621623, 'f': 0.1415929159495655}, 'rouge-l': {'r': 0.2807017543859649, 'p': 0.47058823529411764, 'f': 0.35164834696775754}}]"
61,"[{'rouge-1': {'r': 0.5227272727272727, 'p': 0.575, 'f': 0.5476190426303855}, 'rouge-2': {'r': 0.2962962962962963, 'p': 0.37209302325581395, 'f': 0.329896902280795}, 'rouge-l': {'r': 0.5, 'p': 0.55, 'f': 0.5238095188208618}}]","[{'rouge-1': {'r': 0.21505376344086022, 'p': 0.5, 'f': 0.3007518754932444}, 'rouge-2': {'r': 0.09230769230769231, 'p': 0.27906976744186046, 'f': 0.13872831996391471}, 'rouge-l': {'r': 0.21505376344086022, 'p': 0.5, 'f': 0.3007518754932444}}]","[{'rouge-1': {'r': 0.36, 'p': 0.45, 'f': 0.3999999950617284}, 'rouge-2': {'r': 0.15625, 'p': 0.23255813953488372, 'f': 0.18691588304306067}, 'rouge-l': {'r': 0.36, 'p': 0.45, 'f': 0.3999999950617284}}]"
62,"[{'rouge-1': {'r': 0.27586206896551724, 'p': 0.27586206896551724, 'f': 0.27586206396551727}, 'rouge-2': {'r': 0.0625, 'p': 0.06060606060606061, 'f': 0.06153845653964538}, 'rouge-l': {'r': 0.27586206896551724, 'p': 0.27586206896551724, 'f': 0.27586206396551727}}]","[{'rouge-1': {'r': 0.17142857142857143, 'p': 0.20689655172413793, 'f': 0.18749999504394543}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.17142857142857143, 'p': 0.20689655172413793, 'f': 0.18749999504394543}}]","[{'rouge-1': {'r': 0.28846153846153844, 'p': 0.5172413793103449, 'f': 0.3703703657735102}, 'rouge-2': {'r': 0.06153846153846154, 'p': 0.12121212121212122, 'f': 0.08163264859433594}, 'rouge-l': {'r': 0.23076923076923078, 'p': 0.41379310344827586, 'f': 0.2962962916994361}}]"
63,"[{'rouge-1': {'r': 0.46511627906976744, 'p': 0.5128205128205128, 'f': 0.4878048730606782}, 'rouge-2': {'r': 0.2708333333333333, 'p': 0.28888888888888886, 'f': 0.2795698874783212}, 'rouge-l': {'r': 0.4418604651162791, 'p': 0.48717948717948717, 'f': 0.4634146291582392}}]","[{'rouge-1': {'r': 0.2696629213483146, 'p': 0.6153846153846154, 'f': 0.37499999576293946}, 'rouge-2': {'r': 0.09917355371900827, 'p': 0.26666666666666666, 'f': 0.14457830930105978}, 'rouge-l': {'r': 0.25842696629213485, 'p': 0.5897435897435898, 'f': 0.35937499576293946}}]","[{'rouge-1': {'r': 0.34285714285714286, 'p': 0.6153846153846154, 'f': 0.4403669678814915}, 'rouge-2': {'r': 0.18072289156626506, 'p': 0.3333333333333333, 'f': 0.23437499544067392}, 'rouge-l': {'r': 0.34285714285714286, 'p': 0.6153846153846154, 'f': 0.4403669678814915}}]"
64,"[{'rouge-1': {'r': 0.21739130434782608, 'p': 0.45454545454545453, 'f': 0.29411764268166096}, 'rouge-2': {'r': 0.037037037037037035, 'p': 0.1, 'f': 0.05405405010956932}, 'rouge-l': {'r': 0.17391304347826086, 'p': 0.36363636363636365, 'f': 0.23529411326989624}}]","[{'rouge-1': {'r': 0.05970149253731343, 'p': 0.36363636363636365, 'f': 0.10256410014135443}, 'rouge-2': {'r': 0.011494252873563218, 'p': 0.1, 'f': 0.020618554851737865}, 'rouge-l': {'r': 0.04477611940298507, 'p': 0.2727272727272727, 'f': 0.0769230745003288}}]","[{'rouge-1': {'r': 0.06382978723404255, 'p': 0.2727272727272727, 'f': 0.10344827278834728}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0425531914893617, 'p': 0.18181818181818182, 'f': 0.06896551416765768}}]"
65,"[{'rouge-1': {'r': 0.26666666666666666, 'p': 0.2033898305084746, 'f': 0.2307692258598374}, 'rouge-2': {'r': 0.06, 'p': 0.046875, 'f': 0.052631574022776705}, 'rouge-l': {'r': 0.24444444444444444, 'p': 0.1864406779661017, 'f': 0.2115384566290682}}]","[{'rouge-1': {'r': 0.13924050632911392, 'p': 0.3728813559322034, 'f': 0.2027649729992143}, 'rouge-2': {'r': 0.013215859030837005, 'p': 0.046875, 'f': 0.020618553269801353}, 'rouge-l': {'r': 0.13291139240506328, 'p': 0.3559322033898305, 'f': 0.19354838313746317}}]","[{'rouge-1': {'r': 0.26785714285714285, 'p': 0.2542372881355932, 'f': 0.260869560220794}, 'rouge-2': {'r': 0.06451612903225806, 'p': 0.0625, 'f': 0.06349205849332365}, 'rouge-l': {'r': 0.25, 'p': 0.23728813559322035, 'f': 0.24347825587296795}}]"
66,"[{'rouge-1': {'r': 0.4857142857142857, 'p': 0.4473684210526316, 'f': 0.4657534196659786}, 'rouge-2': {'r': 0.3333333333333333, 'p': 0.3023255813953488, 'f': 0.317073165743605}, 'rouge-l': {'r': 0.4857142857142857, 'p': 0.4473684210526316, 'f': 0.4657534196659786}}]","[{'rouge-1': {'r': 0.19101123595505617, 'p': 0.4473684210526316, 'f': 0.26771653123938255}, 'rouge-2': {'r': 0.06779661016949153, 'p': 0.18604651162790697, 'f': 0.09937887807260538}, 'rouge-l': {'r': 0.1797752808988764, 'p': 0.42105263157894735, 'f': 0.25196849974331953}}]","[{'rouge-1': {'r': 0.25862068965517243, 'p': 0.39473684210526316, 'f': 0.31249999521701394}, 'rouge-2': {'r': 0.13432835820895522, 'p': 0.20930232558139536, 'f': 0.16363635887438033}, 'rouge-l': {'r': 0.25862068965517243, 'p': 0.39473684210526316, 'f': 0.31249999521701394}}]"
67,"[{'rouge-1': {'r': 0.391304347826087, 'p': 0.23076923076923078, 'f': 0.2903225759781478}, 'rouge-2': {'r': 0.25, 'p': 0.13333333333333333, 'f': 0.173913038941399}, 'rouge-l': {'r': 0.391304347826087, 'p': 0.23076923076923078, 'f': 0.2903225759781478}}]","[{'rouge-1': {'r': 0.15584415584415584, 'p': 0.3076923076923077, 'f': 0.20689654726070164}, 'rouge-2': {'r': 0.021739130434782608, 'p': 0.044444444444444446, 'f': 0.029197075880441823}, 'rouge-l': {'r': 0.15584415584415584, 'p': 0.3076923076923077, 'f': 0.20689654726070164}}]","[{'rouge-1': {'r': 0.1568627450980392, 'p': 0.20512820512820512, 'f': 0.1777777728666668}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.1568627450980392, 'p': 0.20512820512820512, 'f': 0.1777777728666668}}]"
68,"[{'rouge-1': {'r': 0.4090909090909091, 'p': 0.5, 'f': 0.44999999505}, 'rouge-2': {'r': 0.23076923076923078, 'p': 0.3, 'f': 0.26086956030245756}, 'rouge-l': {'r': 0.4090909090909091, 'p': 0.5, 'f': 0.44999999505}}]","[{'rouge-1': {'r': 0.12244897959183673, 'p': 0.5, 'f': 0.19672130831496912}, 'rouge-2': {'r': 0.020942408376963352, 'p': 0.1, 'f': 0.034632031768520324}, 'rouge-l': {'r': 0.11564625850340136, 'p': 0.4722222222222222, 'f': 0.18579234656633525}}]","[{'rouge-1': {'r': 0.20833333333333334, 'p': 0.2777777777777778, 'f': 0.23809523319727902}, 'rouge-2': {'r': 0.034482758620689655, 'p': 0.05, 'f': 0.040816321699292536}, 'rouge-l': {'r': 0.20833333333333334, 'p': 0.2777777777777778, 'f': 0.23809523319727902}}]"
69,"[{'rouge-1': {'r': 0.5319148936170213, 'p': 0.7352941176470589, 'f': 0.6172839457460754}, 'rouge-2': {'r': 0.39655172413793105, 'p': 0.5897435897435898, 'f': 0.47422679931554895}, 'rouge-l': {'r': 0.5319148936170213, 'p': 0.7352941176470589, 'f': 0.6172839457460754}}]","[{'rouge-1': {'r': 0.35365853658536583, 'p': 0.8529411764705882, 'f': 0.4999999958561237}, 'rouge-2': {'r': 0.27, 'p': 0.6923076923076923, 'f': 0.3884892045960355}, 'rouge-l': {'r': 0.34146341463414637, 'p': 0.8235294117647058, 'f': 0.48275861654577884}}]","[{'rouge-1': {'r': 0.32142857142857145, 'p': 0.5294117647058824, 'f': 0.39999999529876545}, 'rouge-2': {'r': 0.1780821917808219, 'p': 0.3333333333333333, 'f': 0.23214285260363526}, 'rouge-l': {'r': 0.32142857142857145, 'p': 0.5294117647058824, 'f': 0.39999999529876545}}]"
70,"[{'rouge-1': {'r': 0.40625, 'p': 0.4642857142857143, 'f': 0.43333332835555555}, 'rouge-2': {'r': 0.19480519480519481, 'p': 0.23809523809523808, 'f': 0.2142857093357144}, 'rouge-l': {'r': 0.390625, 'p': 0.44642857142857145, 'f': 0.416666661688889}}]","[{'rouge-1': {'r': 0.21705426356589147, 'p': 0.5, 'f': 0.3027026984812272}, 'rouge-2': {'r': 0.08875739644970414, 'p': 0.23809523809523808, 'f': 0.12931034087135862}, 'rouge-l': {'r': 0.1937984496124031, 'p': 0.44642857142857145, 'f': 0.2702702660487948}}]","[{'rouge-1': {'r': 0.4897959183673469, 'p': 0.42857142857142855, 'f': 0.4571428521650794}, 'rouge-2': {'r': 0.2962962962962963, 'p': 0.25396825396825395, 'f': 0.27350426853385934}, 'rouge-l': {'r': 0.4897959183673469, 'p': 0.42857142857142855, 'f': 0.4571428521650794}}]"
71,"[{'rouge-1': {'r': 0.23636363636363636, 'p': 0.3170731707317073, 'f': 0.27083332843967023}, 'rouge-2': {'r': 0.04918032786885246, 'p': 0.06976744186046512, 'f': 0.05769230284208621}, 'rouge-l': {'r': 0.23636363636363636, 'p': 0.3170731707317073, 'f': 0.27083332843967023}}]","[{'rouge-1': {'r': 0.13157894736842105, 'p': 0.24390243902439024, 'f': 0.17094016638761061}, 'rouge-2': {'r': 0.010416666666666666, 'p': 0.023255813953488372, 'f': 0.014388484935563611}, 'rouge-l': {'r': 0.11842105263157894, 'p': 0.21951219512195122, 'f': 0.15384614929359353}}]","[{'rouge-1': {'r': 0.30357142857142855, 'p': 0.4146341463414634, 'f': 0.3505154590370922}, 'rouge-2': {'r': 0.19402985074626866, 'p': 0.3023255813953488, 'f': 0.236363631601653}, 'rouge-l': {'r': 0.30357142857142855, 'p': 0.4146341463414634, 'f': 0.3505154590370922}}]"
72,"[{'rouge-1': {'r': 0.5217391304347826, 'p': 0.5, 'f': 0.5106382928746039}, 'rouge-2': {'r': 0.3148148148148148, 'p': 0.3269230769230769, 'f': 0.3207547119829121}, 'rouge-l': {'r': 0.5217391304347826, 'p': 0.5, 'f': 0.5106382928746039}}]","[{'rouge-1': {'r': 0.22784810126582278, 'p': 0.375, 'f': 0.2834645622270445}, 'rouge-2': {'r': 0.0707070707070707, 'p': 0.1346153846153846, 'f': 0.09271522727248828}, 'rouge-l': {'r': 0.21518987341772153, 'p': 0.3541666666666667, 'f': 0.26771653073098156}}]","[{'rouge-1': {'r': 0.22388059701492538, 'p': 0.3125, 'f': 0.2608695603538753}, 'rouge-2': {'r': 0.075, 'p': 0.11538461538461539, 'f': 0.09090908613406821}, 'rouge-l': {'r': 0.208955223880597, 'p': 0.2916666666666667, 'f': 0.24347825600604922}}]"
73,"[{'rouge-1': {'r': 0.14285714285714285, 'p': 0.14285714285714285, 'f': 0.14285713785714302}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.14285714285714285, 'p': 0.14285714285714285, 'f': 0.14285713785714302}}]","[{'rouge-1': {'r': 0.05747126436781609, 'p': 0.23809523809523808, 'f': 0.09259258945987665}, 'rouge-2': {'r': 0.009433962264150943, 'p': 0.05, 'f': 0.015873013202318414}, 'rouge-l': {'r': 0.05747126436781609, 'p': 0.23809523809523808, 'f': 0.09259258945987665}}]","[{'rouge-1': {'r': 0.18181818181818182, 'p': 0.47619047619047616, 'f': 0.2631578907375347}, 'rouge-2': {'r': 0.04918032786885246, 'p': 0.15, 'f': 0.07407407035512897}, 'rouge-l': {'r': 0.18181818181818182, 'p': 0.47619047619047616, 'f': 0.2631578907375347}}]"
